Rk,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank,-9999
565,Thomas Fidone,NYG,TE,23,7,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,129,,FidoTh00
566,Feleipe Franks,ATL,TE,28,17,0,0,0,0,0,0,2,4,2.00,0,0,0,0,,0,0,0,0,,,,0.4,0.4,0.4,,117,,FranFe00
567,Russell Gage,SFO,WR,29,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,230,,GageRu00
568,Eric Gray,NYG,RB,26,4,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,145,,GrayEr01
569,Isaac Guerendo,SFO,RB,25,14,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,146,,GuerIs00
570,Nyheim Hines,2TM,RB,29,4,0,0,0,0,0,0,2,-2,-1.00,0,0,0,0,,0,0,0,0,,,,-0.2,-0.2,-0.2,,161,,HineNy00
571,Jimmy Holiday,KAN,WR,24,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,231,,HoliJi00
572,Travis Homer,CHI,RB,27,10,0,0,0,0,0,0,1,-2,-2.00,0,0,0,0,,0,0,0,0,,,,-0.2,-0.2,-0.2,,162,,HomeTr00
573,Zach Horton,DET,TE,23,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,130,,HortZa00
574,Jarquez Hunter,LAR,RB,23,5,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,147,,HuntJa03
575,Jordan James,SFO,RB,21,3,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,148,,JameJo01
576,Jermar Jefferson,ARI,RB,25,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,149,,JeffJe00
577,E.J. Jenkins,PHI,TE,27,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,131,,JenkEJ00
578,Jakob Johnson,HOU,FB,31,7,2,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,150,,JohnJa12
579,Jeshaun Jones,MIN,WR,26,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,232,,JoneJe01
580,Nikola Kalinic,CHI,TE,28,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,132,,KaliNi00
581,Nick Kallerup,SEA,TE,24,9,0,0,0,0,0,0,0,0,,0,1,0,0,,0,0,0,0,,,,,,,,133,,KallNi00
582,Ko Kieft,TAM,TE,27,3,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,134,,KiefKo00
583,Cameron Latu,PHI,TE,25,15,2,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,135,,LatuCa01
584,Marcedes Lewis,DEN,TE,41,5,1,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,136,,LewiMa00
585,Drew Lock,SEA,QB,29,5,0,2,3,15,0,0,6,-5,-0.83,0,0,0,0,,0,2,0,0,,,,0.1,0.1,0.1,,72,,LockDr00
586,Dominic Lovett,DET,WR,23,12,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,233,,LoveDo00
587,Adrian Martinez,SFO,QB,25,1,0,0,0,0,0,0,1,-1,-1.00,0,0,0,0,,0,0,0,0,,,,-0.1,-0.1,-0.1,,76,,MartAd00
588,Sean McKeon,IND,TE,28,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,137,,McKeSe01
589,Jackson Meeks,DET,WR,22,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,234,,MeekJa00
590,Kendall Milton,CIN,RB,23,1,0,0,0,0,0,0,2,2,1.00,0,0,0,0,,0,0,0,0,,,,0.2,0.2,0.2,,141,,MiltKe01
591,Jordan Mims,TEN,RB,26,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,151,,MimsJo00
592,Gardner Minshew II,KAN,QB,29,4,1,6,13,37,0,1,6,2,0.33,0,0,0,0,,0,0,0,0,,,,-0.3,0.7,0.7,,79,,MinsGa00
593,Elijah Mitchell,KAN,RB,27,1,0,0,0,0,0,0,0,0,,0,1,0,0,,0,0,0,0,,,,,,,,152,,MitcEl00
594,Jalen Moreno-Cropper,DAL,WR,24,3,0,0,0,0,0,0,0,0,,0,0,0,0,,0,1,0,0,,,,,,,,235,,MoreJa01
595,Nick Mullens,JAX,QB,30,5,0,3,3,19,0,0,12,-8,-0.67,0,0,0,0,,0,0,0,0,,,,,,,,74,,MullNi00
596,Lew Nichols,PIT,RB,24,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,153,,NichLe00
597,Robbie Ouzts,SEA,FB,23,12,2,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,154,,OuztRo00
598,Coleman Owen,IND,WR,24,2,0,0,0,0,0,0,0,0,,0,1,0,0,,0,0,0,0,,,,,,,,236,,OwenCo00
599,Tejhaun Palmer,ARI,WR,25,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,237,,PalmTe00
600,Brennan Presley,LAR,WR,23,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,238,,PresBr00
601,Teagan Quitoriano,ATL,TE,25,17,1,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,138,,QuitTe00
602,Craig Reynolds,DET,RB,29,7,0,0,0,0,0,0,3,4,1.33,0,0,0,0,,0,0,0,0,,,,0.4,0.4,0.4,,139,,ReynCr00
603,Giovanni Ricci,DET,TE,29,3,1,0,0,0,0,0,0,0,,0,1,0,0,,0,0,0,0,,,,,,,,139,,RiccGi00
604,JP Richardson,CHI,WR,23,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,239,,RichJP00
605,Jalen Royals,KAN,WR,22,7,2,0,0,0,0,0,0,0,,0,3,2,4,2.00,0,0,0,0,,,,2.4,2.4,1.4,,215,,RoyaJa00
606,Hayden Rucci,MIA,TE,24,4,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,140,,RuccHa00
607,Carter Runyon,LVR,TE,24,13,0,0,0,0,0,0,0,0,,0,1,1,3,3.00,0,0,0,0,,,,1.3,1.3,0.8,,121,,RunyCa00
608,Brady Russell,SEA,FB,27,17,1,0,0,0,0,0,0,0,,0,1,0,0,,0,0,0,0,,,,,,,,155,,RussBr00
609,Brett Rypien,CIN,QB,29,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,73,,RypiBr00
610,Cody Schrader,LAR,RB,26,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,156,,SchrCo00
611,Trey Sermon,PIT,RB,26,4,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,157,,SermTr00
612,Justin Shorter,LVR,WR,25,7,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,240,,ShorJu00
613,Steven Sims,ARI,WR,28,3,0,0,0,0,0,0,0,0,,0,1,0,0,,0,0,0,0,,,,,,,,241,,SimsSt00
614,Kedon Slovis,ARI,QB,24,2,0,1,2,-2,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,-0.1,-0.1,-0.1,,75,,SlovKe00
615,Brandon Smith,NYJ,WR,27,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,242,,SmitBr07
616,Jarrett Stidham,DEN,QB,29,1,0,0,0,0,0,0,1,-1,-1.00,0,0,0,0,,0,0,0,0,,,,-0.1,-0.1,-0.1,,77,,StidJa00
617,Robert Tonyan,KAN,TE,31,17,0,0,0,0,0,0,0,0,,0,1,1,1,1.00,0,0,0,0,,,,1.1,1.1,0.6,,123,,TonyRo00
618,Samori Toure,NOR,WR,27,1,0,0,0,0,0,0,0,0,,0,3,1,3,3.00,0,0,0,0,,,,1.3,1.3,0.8,,216,,TourSa00
619,Laquon Treadwell,IND,WR,30,10,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,243,,TreaLa00
620,Cole Turner,TEN,TE,25,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,141,,TurnCo00
621,DJ Turner,LVR,WR,28,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,244,,TurnDJ00
622,Malik Turner,SFO,WR,29,3,0,0,0,0,0,0,0,0,,0,1,0,0,,0,0,0,0,,,,,,,,245,,TurnMa00
623,Sione Vaki,DET,RB,24,11,0,0,0,0,0,0,1,4,4.00,0,0,0,0,,0,0,0,0,,,,0.4,0.4,0.4,,140,,VakiSi00
624,Nick Vannett,2TM,TE,32,10,1,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,142,,VannNi00
625,Travis Vokolek,ARI,TE,27,5,1,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,143,,VokoTr00
626,Carlos Washington,ATL,RB,27,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,158,,WashCa00
627,Treyton Welch,NOR,TE,24,3,1,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,144,,WelcTr00
628,Jack Westover,NWE,FB,26,17,2,0,0,0,0,0,0,0,,0,2,1,0,0.00,0,0,0,0,,,,1.0,1.0,0.5,,159,,WestJa01
629,Blake Whiteheart,CLE,TE,25,17,4,0,0,0,0,0,0,0,,0,6,2,4,2.00,0,1,0,0,,,,2.4,2.4,1.4,,118,,WhitBl01
630,Ricky White,SEA,WR,23,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,246,,WhitRi01
631,Jared Wiley,KAN,TE,25,5,0,0,0,0,0,0,0,0,,0,1,1,4,4.00,0,0,0,0,,,,1.4,1.4,0.9,,119,,WileJa00
632,Avery Williams,NYJ,WR,27,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,247,,WillAv02
633,Brayden Willis,SFO,TE,26,6,0,0,0,0,0,0,0,0,,0,1,0,0,,0,0,0,0,,,,,,,,145,,WillBr06
634,Jeff Wilson,MIA,RB,30,3,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,160,,WilsJe01
635,Derius Davis,LAC,WR,25,11,0,0,0,0,0,0,2,5,2.50,0,3,2,10,5.00,0,1,1,0,,,-1,1.5,2.5,0.5,,248,,DaviDe02
636,Jimmy Garoppolo,LAR,QB,34,3,0,0,0,0,0,0,9,-10,-1.11,0,0,0,0,,0,0,0,0,,,-1,-1.0,-1.0,-1.0,,80,,GaroJi00
637,Ke'Shawn Williams,2TM,WR,24,11,0,0,0,0,0,0,2,10,5.00,0,1,1,5,5.00,0,2,1,0,,,-1,0.5,1.5,,,249,,WillKe08
638,Jamal Agnew,ATL,WR,30,11,0,0,0,0,0,0,0,0,,0,0,0,0,,0,3,1,0,,,-2,-2.0,-1.0,-2.0,,250,,AgneJa00
639,Mecole Hardman,BUF,WR,27,2,0,0,0,0,0,0,0,0,,0,1,0,0,,0,1,1,0,,,-2,-2.0,-1.0,-2.0,,251,,HardMe00
640,Jalen Milroe,SEA,QB,23,3,0,0,0,0,0,0,3,4,1.33,0,0,0,0,,0,1,1,0,,,-2,-1.6,-0.6,-1.6,,81,,MilrJa00
641,LaJohntay Wester,BAL,WR,23,17,0,0,0,0,0,0,0,0,,0,0,0,0,,0,2,1,0,,,-2,-2.0,-1.0,-2.0,,252,,WestLa01
642,Xavier Gipson,3TM,WR,24,7,0,0,0,0,0,0,0,0,,0,2,2,6,3.00,0,3,2,0,,,-3,-1.4,0.6,-2.4,,253,,GipsXa00
643,Myles Price,MIN,WR,24,16,0,0,0,0,0,0,0,0,,0,0,0,0,,0,4,3,0,,,-6,-6.0,-3.0,-6.0,,254,,PricMy00
